scientific_name	submitted_ftp	submitted_md5	sample_alias	country	fastq_ftp	fastq_md5	library_layout
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466983/SAMEA104128318_antibiogram.txt	41e8a18f7d2ebde0ca4121da8b9a8936	ETEC-49	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010925/ERR2010925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010925/ERR2010925_2.fastq.gz	4b05055b8cd046e1f55e894140ceb401;c3068bc0169d42453a4998412a9c0bfb	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466984/SAMEA104128319_antibiogram.txt	d9a1726c6b8b1dba1ea32f630263f2d5	ETEC-50	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010926/ERR2010926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010926/ERR2010926_2.fastq.gz	94c440e258188ff49ce8f78a567d72e5;308eb52bb7cb4614f9a04cd0aeade20f	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466985/SAMEA104128320_antibiogram.txt	9e16def8607ec013f02a8eb159055ab7	ETEC-51	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010927/ERR2010927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010927/ERR2010927_2.fastq.gz	28af1ae9c389733f91a814a1d122ef0e;44a9a091ffe7cedb67615a345bc5f902	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466986/SAMEA104128321_antibiogram.txt	e4dbbc7aa530f18d0e643e60ea6f7248	ETEC-52	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010928/ERR2010928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010928/ERR2010928_2.fastq.gz	96bb17c01d80d5e83a9355092ca05cfc;158414ad0cd3753e0a91a033a14aee18	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466987/SAMEA104128322_antibiogram.txt	126525ec4adbcec18a5505930578d356	ETEC-53	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010929/ERR2010929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010929/ERR2010929_2.fastq.gz	dea18506e37612b937e641e90d2a51d3;c0c959567a52cf7eeee1d746077a8e19	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466988/SAMEA104128323_antibiogram.txt	7ef7be72ebd2ba4471e13513879d6719	ETEC-54	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010930/ERR2010930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010930/ERR2010930_2.fastq.gz	ca4fd92c4dc9a7b9a5660314623035c7;5bb04b1e6e2e3a671b880fa0f1c39fda	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466989/SAMEA104128324_antibiogram.txt	98cc5855ef8346e0ed98bf898afb6c16	ETEC-55	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010931/ERR2010931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010931/ERR2010931_2.fastq.gz	da851953c9a766d8156dad6e083f1241;c0346b89b79c06d565abc41b9ce0c12f	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466990/SAMEA104128325_antibiogram.txt	8c0e34cfd4a55dbedc2b5e43ec6ba3ac	ETEC-56	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010932/ERR2010932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010932/ERR2010932_2.fastq.gz	ec82a3158949392b3dfbb53abf63fc35;470808804d70642f49d98fca686990f1	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466991/SAMEA104128326_antibiogram.txt	54519e9f54f751f8afa4554d097050ce	ETEC-57	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010933/ERR2010933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010933/ERR2010933_2.fastq.gz	3163f8ed387bd3364d17388d45fb2883;1a913675433f1a7b8ec541c2dcea871b	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466992/SAMEA104128327_antibiogram.txt	762259f00d5af8d40d0569b5b4103bc4	ETEC-58	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010934/ERR2010934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010934/ERR2010934_2.fastq.gz	cff61a68496df9fb13f87a18313f1737;9240ffb56eb60cf03329052798ceaea2	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466993/SAMEA104128328_antibiogram.txt	42e37791e87f15715b886ae25cf3aa9f	ETEC-59	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010935/ERR2010935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010935/ERR2010935_2.fastq.gz	9a19957d2f686e6020468dba9555808b;dd02134ed78d2c5edf40aaaf57b442f9	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466994/SAMEA104128329_antibiogram.txt	989bc6ebd3ece3283363921b2ef99098	ETEC-60	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010936/ERR2010936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010936/ERR2010936_2.fastq.gz	235c5d29a0d3ca45b0facdde8df4c092;85b0b531a16356a3a24771706e501581	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466995/SAMEA104128330_antibiogram.txt	b28a6c1a0cfefcdf5c94f4d701f6a47d	ETEC-61	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010937/ERR2010937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010937/ERR2010937_2.fastq.gz	76ef0f030c1067a5521a4ec306cea324;464c6b895a92b096720142bbeaf7030c	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466996/SAMEA104128331_antibiogram.txt	fc00bdc5fad1a978cea62654ca1a340a	ETEC-62	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010938/ERR2010938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010938/ERR2010938_2.fastq.gz	e76440eddf98b99a408ed3d6ecf16eff;a82f303e81145cfd3127c2ae54095d63	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466997/SAMEA104128332_antibiogram.txt	b1895758d44d4282c7cfcb851979b470	ETEC-63	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010939/ERR2010939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010939/ERR2010939_2.fastq.gz	7c230555ae28cefd4f312bcffcae4a93;693895bd59632c2b9f27af781e5ef0a1	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466998/SAMEA104128333_antibiogram.txt	26283895e39efc819fe85c21a31229fe	ETEC-64	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010940/ERR2010940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010940/ERR2010940_2.fastq.gz	e76adae8957b917677551dd41772a036;12dd8f25a3324858285a73cb631eeb8c	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ466/ERZ466999/SAMEA104128334_antibiogram.txt	2be171ae4b936b14332b13f0a8720385	ETEC-65	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010941/ERR2010941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010941/ERR2010941_2.fastq.gz	453817560a6a16d73cb15b55bb285fd2;e57e7c37a2fcb211e4c3c315e4d695ae	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467000/SAMEA104128335_antibiogram.txt	7322fe8d406810780abe10cfdc66f34a	ETEC-66	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010942/ERR2010942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010942/ERR2010942_2.fastq.gz	79630f898f8a050cba8c8d19ad879bf5;06b9edfd98789cad5f3e6ebc41d2b4af	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467001/SAMEA104128336_antibiogram.txt	fe5666d1dba7fbf9e5798e37bbab5c8a	ETEC-67	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010943/ERR2010943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010943/ERR2010943_2.fastq.gz	5a509ec03764492d5d9cc7d7f8f47991;b000b7952a2d24350f13f34c4c7a2b26	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467002/SAMEA104128337_antibiogram.txt	db78e26e52a7e320c2d3dc63ee51efb9	ETEC-68	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010944/ERR2010944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010944/ERR2010944_2.fastq.gz	91d2c76a34ec635fac643bbb278073bc;89bfbe94766195a1d09fb9c9dba4a1b9	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467003/SAMEA104128338_antibiogram.txt	2a16490d0d6072155dd76af724ed21ff	ETEC-69	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010945/ERR2010945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010945/ERR2010945_2.fastq.gz	cc1895d037fc72590d9090f40e533174;032f038e7b7470b4fdafad4b83a4cf3d	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467004/SAMEA104128339_antibiogram.txt	148a90d1b02a5c5a189985d019bd47f6	ETEC-70	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010946/ERR2010946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010946/ERR2010946_2.fastq.gz	12d2e06d5a41761835aa05e051536edc;fb840963b4e2f5af8755c07f7fa880c3	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467005/SAMEA104128340_antibiogram.txt	6b88473720c92d88c48a9dcde2b166de	ETEC-71	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010947/ERR2010947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010947/ERR2010947_2.fastq.gz	841bc1a81bbb862d537b01086509ce4d;89ca46d708e5c0f6d2653c050d83a83c	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467006/SAMEA104128341_antibiogram.txt	d97b6938d2a5619b417bc3f2bbc2778e	ETEC-72	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010948/ERR2010948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010948/ERR2010948_2.fastq.gz	18df4d41e9208e09e4d46053d41b10ae;a1073fdd6c15732cb7172fc5e91303cf	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467007/SAMEA104128342_antibiogram.txt	3106570464faef81aee77fe1cba290d1	ETEC-73	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010949/ERR2010949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010949/ERR2010949_2.fastq.gz	56bb301ffcae8309127fc13348aa41b7;cb75da61210841d930b75fed60c33e62	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467008/SAMEA104128343_antibiogram.txt	6cba430139ab9544e5b23c14f1a966b6	ETEC-74	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010950/ERR2010950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010950/ERR2010950_2.fastq.gz	bfcff03783fb8d36e57582d401f7773e;7fa3a32c489b62a57b49344942b8c023	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467009/SAMEA104128344_antibiogram.txt	d5438d0c93dc9aad707cafb35bf04175	ETEC-75	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010951/ERR2010951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010951/ERR2010951_2.fastq.gz	2a3f0a11765c971c3db7583374d7bc9c;0e31903b13b31db7200a8a1dcb922d4a	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467010/SAMEA104128345_antibiogram.txt	48a9ffa03f3688d1783bc7c38a2df512	ETEC-76	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010952/ERR2010952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010952/ERR2010952_2.fastq.gz	997c4abcd9f682471e37e878c37673f2;09def13c6ffb7ded8879307bc4735b0e	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467011/SAMEA104128346_antibiogram.txt	4995184b05a59c6762f00a068b079944	ETEC-77	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010953/ERR2010953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010953/ERR2010953_2.fastq.gz	dd190501f8deb42ba0c84282dbf4fc02;453301ec676aebd719d70c031dbf29d1	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467012/SAMEA104128347_antibiogram.txt	34b088e616b9324a9537793ddf836d04	ETEC-78	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010954/ERR2010954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010954/ERR2010954_2.fastq.gz	6c972c8358af76c231fc5099114031be;78dc0ee06ed06fade2f07f8202e49e28	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467013/SAMEA104128348_antibiogram.txt	fb3fecc5a7019042010eddf94b912188	ETEC-79	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010955/ERR2010955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010955/ERR2010955_2.fastq.gz	f9886f6f059a3c51c036bab50695b4ae;8a7ab401d270777629867bf58d101a17	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467014/SAMEA104128349_antibiogram.txt	2f5a1ba3febb588b0d21541dcb74b43c	ETEC-80	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010956/ERR2010956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010956/ERR2010956_2.fastq.gz	7330ab22423f5ca27c6398bac683668d;c1c2d91b5bd773c3c21fa271e95d2ebb	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467015/SAMEA104128350_antibiogram.txt	081eaedd7be956ea51b9f3ec6aa0802d	ETEC-81	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010957/ERR2010957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010957/ERR2010957_2.fastq.gz	cd715f9e8e701a0b28dc12dc0d6ec29f;e866e7346cdb71c9d258b883f9930483	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467016/SAMEA104128351_antibiogram.txt	f0f2da2c2036437298aebc2fb1add3db	ETEC-82	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010958/ERR2010958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010958/ERR2010958_2.fastq.gz	fcd5dddc338ffdff9eda339501daea03;85413459c7d6c1ab688368d6783cd233	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467017/SAMEA104128352_antibiogram.txt	5711d5e82f845da5270dd4255044717d	ETEC-83	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010959/ERR2010959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010959/ERR2010959_2.fastq.gz	f8eff7506380ffccaac19fa2fb8788ae;a89f80d217634991c9dd46a96ed52a18	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467018/SAMEA104128353_antibiogram.txt	8d49ddb1ed9bf4a640cde4ddcc98866b	ETEC-84	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010960/ERR2010960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010960/ERR2010960_2.fastq.gz	7e76615af04d28f1d8b8945fb07d094a;ba72bb39061788fa71e77ccc7a773faf	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467019/SAMEA104128354_antibiogram.txt	fcaecb18cd57857c00728a6f97f38e3e	ETEC-85	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010961/ERR2010961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010961/ERR2010961_2.fastq.gz	bf11f5836e4767479bc12efcbc3b7cb0;e8c152002b1cb2f5504d70a72337ceb4	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467020/SAMEA104128355_antibiogram.txt	de041d1dbbb54ce6a053793dffdf1bdd	ETEC-86	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010962/ERR2010962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010962/ERR2010962_2.fastq.gz	aa938840c982aec2941bae80a8b5e6b2;36f3ae3d87b6531b48c8a9d9af5ac6b4	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467021/SAMEA104128356_antibiogram.txt	1031d848c6ddf25a6a7da7bbccca7d9c	ETEC-87	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010963/ERR2010963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010963/ERR2010963_2.fastq.gz	30cbf6361b9fcdadb7815ce5014a9e19;256e383e1833b592e48db06aeb28d324	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467022/SAMEA104128357_antibiogram.txt	c08a1f6b240ca7e82f4ab1b4d2d3c70e	ETEC-88	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010964/ERR2010964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010964/ERR2010964_2.fastq.gz	a99740c4bcada1cec250b8e2ba807604;93bfe74b527edacf7aa88f93e1cbfef6	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467023/SAMEA104128358_antibiogram.txt	125f025049c8bea3df0b77654e5df61b	ETEC-89	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010965/ERR2010965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010965/ERR2010965_2.fastq.gz	52234f029dd4443c797843348f6ba74a;a68d9faa56ba9f669e9c1e7d8b552b62	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467024/SAMEA104128359_antibiogram.txt	34c576ec04e4187d2886188878a5ecad	ETEC-90	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010966/ERR2010966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010966/ERR2010966_2.fastq.gz	2fd3182ab705276515516baafec1ac07;f94192b672042ee6ae91d2391bda744f	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467025/SAMEA104128360_antibiogram.txt	61d1bee43d1f50f01cee5597e0e46b72	ETEC-91	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010967/ERR2010967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010967/ERR2010967_2.fastq.gz	724902d9b6e5da2db965f76fc84240e6;d841c57ad3ca55714f0c4172250319c4	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467026/SAMEA104128361_antibiogram.txt	a9c15dd756a299bb2064b2c58762ebd3	ETEC-P-548350	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010968/ERR2010968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010968/ERR2010968_2.fastq.gz	9f743d40810f1259051758e0454a3c58;d839791cc7a366cdec67909ca6e9bdfd	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467027/SAMEA104128362_antibiogram.txt	80da554dafb48c6da3eb1abc8eba53b4	ETEC-P-551550	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010969/ERR2010969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2010969/ERR2010969_2.fastq.gz	165408b03020b6b37707f45a54887f92;885c8b1335f700471abaadcf9de3d5cb	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467028/SAMEA104128363_antibiogram.txt	adf517840f2f1b9bfe0a5d8293b5c786	ETEC-P-555000	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010970/ERR2010970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2010970/ERR2010970_2.fastq.gz	f9214b966f4817a437eb37d5ac4e7214;52f867f620c176908e916d1add540c5c	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467029/SAMEA104128364_antibiogram.txt	0bcc9f213b7234d7bb906f3b323d8fc4	ETEC-P-558450	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010971/ERR2010971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2010971/ERR2010971_2.fastq.gz	ac588012206cf2a912d00169d65578c5;31f4d67e05cff4e3c0fdd335e9dc4904	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467030/SAMEA104128365_antibiogram.txt	d25194fb846609125dc5fd3dc5779d80	ETEC-P-558500	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010972/ERR2010972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2010972/ERR2010972_2.fastq.gz	2e0254a4f5b6f28a1dc08a0683185a46;9d8f708b5b4604df6f7fc1adf79fd12f	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467031/SAMEA104128366_antibiogram.txt	f0b4cdb4c6eb8000a492c9847d0c38d3	ETEC-P-562900	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010973/ERR2010973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2010973/ERR2010973_2.fastq.gz	55b298ceaec3266d613e642d041b18c9;e445b02c94b8e14489161a0637783dc2	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467032/SAMEA104128367_antibiogram.txt	b986fd07020f0068ec9523d37f43dd36	ETEC-P-563250	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010974/ERR2010974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2010974/ERR2010974_2.fastq.gz	6c4e34b57a65077a0ca5a52ea3c8d7d4;2218d61307016527353440b0c5bdbe0a	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467033/SAMEA104128368_antibiogram.txt	a82d39292cba52db7e0cfc7d3350f8be	ETEC-P-570600	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010975/ERR2010975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2010975/ERR2010975_2.fastq.gz	fe4cceee4f6a167b3577c7a125a407fb;f787b4ca597f8746120bc62d6eaed460	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467034/SAMEA104128369_antibiogram.txt	72c171ee78f7a24afd1454ea5583d8dc	ETEC-P571300	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010976/ERR2010976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2010976/ERR2010976_2.fastq.gz	1199bbb12d2e9d6a99933239b5d832d3;455842eb367beeb06666496271e2ed08	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467035/SAMEA104128370_antibiogram.txt	a64bcd39f7a06b371ad56b08baaa9743	ETEC-P-571700	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010977/ERR2010977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2010977/ERR2010977_2.fastq.gz	d19fcb483ab0b15a5af0179c9ed2df69;cfc1d84fad1faffb4bbabd67a45fd75d	PAIRED
Escherichia coli	ftp.sra.ebi.ac.uk/vol1/ERZ467/ERZ467036/SAMEA104128371_antibiogram.txt	1efa93c0cba0594a012dc72f67419ab5	ETEC-P-573400	Bangladesh	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010978/ERR2010978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2010978/ERR2010978_2.fastq.gz	52c6984c20a6ad029a2e3dea10e602c6;215e3ae2369a7df6477715f03b3ee5ad	PAIRED
